Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable','House of Civilian: Sheikh Ahmad Rahim al-Bazuni',Iraq,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
India,'South Asia',Manipur,Unknown,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Manipur Government','The  residence Konjengbam Onbi Leima  the president of a local government institution ',India,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Argyll,1,0,'Unarmed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilian,'Northern Ireland',Unknown,Incendiary,0,0,1,0,1,0,0,0,1,No_Death,no
Guatemala,'Central America & Caribbean','El Peten',Unknown,1,0,Bombing/Explosion,Business,?,Unknown,'Meteorology Ground Station(National Institute of Seismology  Vulcanology *',Guatemala,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas','North Waziristan district',1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Pakistan Armed Forces',Convoy,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Yemen,'Middle East & North Africa',Sanaa,'Arhab district',1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Yemen,'Houthi extremists (Ansar Allah)',Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
India,'South Asia',Chhattisgarh,Geedam,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)','Police Station','Police Station',India,'Communist Party of India - Maoist (CPI-Maoist)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Egypt,'Middle East & North Africa',Qena,Qena,1,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Egypt,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Castlewellan,0,0,Bombing/Explosion,'Private Citizens & Property',Student,'Private Citizens','A road frequented by students  teachers  and parents','Northern Ireland','Oglaigh na hEireann',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean','San Salvador','San Salvador',1,0,'Facility/Infrastructure Attack','Private Citizens & Property',Marketplace/Plaza/Square,Unknown,'Mexican Market','El Salvador',Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Russia,'Eastern Europe',Dagestan,Makhachkala,1,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,'(unk) Near a hospital',Russia,Unknown,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
Peru,'South America',Huancavelica,'Huancavelica district',1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'Electrical Tower Connected to Mantaro Hydroelectric Complex',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,Nushki,1,0,'Armed Assault','Private Citizens & Property','Laborer (General)/Occupation Identified','Not Applicable','Tribal Leader: Sardar Muhammad Asif',Pakistan,Unknown,Firearms,0,0,2,0,-9,0,0,0,0,No_Death,no
'United States','North America',Texas,Dallas,1,0,'Facility/Infrastructure Attack','Abortion Related',Clinics,Unknown,'North Dallas Women s Clinic','United States','Anti-Abortion extremists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Somali Armed Forces (SAF)',Soldiers,Somalia,Al-Shabaab,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Sudan,'Sub-Saharan Africa','Upper Nile',Kodok,1,0,Unknown,'Government (General)','Government Building/Facility/Office','White nile at Kodok','government steamer',Sudan,'Sudan People s Liberation Army (SPLA)',Unknown,0,0,0,0,1,0,0,0,1,No_Death,no
Nicaragua,'Central America & Caribbean',Managua,Managua,1,0,Bombing/Explosion,Business,Industrial/Textiles/Factory,Unknown,'Tejidos de Nicaragua  S.A. clothing factory',Nicaragua,'Sandinista National Liberation Front (FSLN)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Killowen,1,0,'Armed Assault',Police,'Police Patrol (including vehicles and convoys)',Unknown,'Ulster Defense Regiment Vehicle','Northern Ireland','Irish Republican Army (IRA)',Firearms,0,0,0,0,1,0,0,0,1,No_Death,no
Turkey,'Middle East & North Africa',Istanbul,Istanbul,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Office of the Justice and Development Party (AKP)','The Office of the Justice and Development Party (AKP)',Turkey,'Kurdistan Workers  Party (PKK)',Explosives,0,0,6,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Helmand,Kajaki,1,0,Bombing/Explosion,Military,NATO,'North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF)',Vehicle,International,Taliban,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Afghanistan,'South Asia',Kunduz,Kunduz,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unknown,'A house',Afghanistan,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe','Basque Country','San Sebastian',1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Socialist Party for the Basque Country',Office,Spain,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean','San Salvador','San Salvador',1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,store,'El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,Business,Bank/Commerce,'Edwards Bank','Edwards Bank',Chile,'Movement of the Revolutionary Left (MIR) (Chile)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America','Valle del Cauca',Cali,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Bank,Colombia,Narco-Terrorists,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Baghlan,Nahrin,1,0,Bombing/Explosion,'Government (General)',Intelligence,'National Directorate of Security (NDS)','Intelligence Officers',Afghanistan,Unknown,Explosives,0,0,5,0,1,0,0,0,0,No_Death,no
Israel,'Middle East & North Africa',Jerusalem,Jerusalem,1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','Israel Defense Forces (IDF)',Soldier,Israel,'Palestinian Extremists',Melee,0,0,1,0,0,0,0,0,1,No_Death,no
Afghanistan,'South Asia',Nangarhar,Basawul,1,0,'Facility/Infrastructure Attack','Educational Institution','School/University/Educational Building',Unknown,'High School',Afghanistan,Taliban,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Pattani,Baraho,1,0,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost','Royal Thai Armed Forces',Outpost,Thailand,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Guatemala,'Central America & Caribbean',Suchitepequez,'Santo Domingo Suchitepequez',1,0,'Hostage Taking (Kidnapping)',Business,Farm/Ranch,Unknown,Hacienda,Guatemala,Unknown,Firearms,0,0,0,0,1,1,0,0,0,No_Death,no
'United States','North America',Minnesota,Minneapolis,1,0,'Armed Assault','Private Citizens & Property','Political Party Member/Rally','Black Lives Matter',Rally,'United States','Sovereign Citizen',Firearms,0,0,5,0,0,0,0,0,0,No_Death,no
India,'South Asia',Karnataka,Tumakuru,1,0,'Facility/Infrastructure Attack','Religious Figures/Institutions','Place of Worship',Unknown,'Protestant Church',India,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean',Chalatenango,'Dulce Nombre de Maria',1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy',Unknown,'Military unit','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Nigeria,'Sub-Saharan Africa',Adamawa,Wagga,0,0,Unknown,'Private Citizens & Property',Village/City/Town/Suburb,'Wagga Village',Village,Nigeria,'Boko Haram',Unknown,0,0,0,0,0,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar','Amiriyat al-Fallujah',1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable','Residential Compound',Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,0,0,10,0,1,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean','San Salvador',Tonacatepeque,1,0,'Facility/Infrastructure Attack','Private Citizens & Property',Village/City/Town/Suburb,Unknown,'Town of Tonacatepeque','El Salvador',Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Chhattisgarh,Gangloor,0,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Central Reserve Police Force (CRPF)',Officers,India,Maoists,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Indonesia,'Southeast Asia',Jakarta,Jakarta,0,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unknown,'A residential complex',Indonesia,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Colombia,'South America',Bolivar,'Barranco de Loba',1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,govt,'town of Barranco de Loba',Colombia,'National Liberation Army of Colombia (ELN)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Nicaragua,'Central America & Caribbean','South Caribbean Coast Autonomous Region','Barra de Rio Grande',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit',Nicaragua,'Misurasata Indian Organization',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,'Armed Assault',Transportation,'Bus (excluding tourists)','Bus Co.',Bus,Peru,Unknown,Incendiary,0,0,1,0,1,0,0,0,0,No_Death,no
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Duma,1,0,'Armed Assault','Private Citizens & Property',House/Apartment/Residence,'Not Applicable','House of Civilian: Mahmoud Fazza al-Kaabna','West Bank and Gaza Strip','Israeli settlers',Incendiary,0,0,1,0,-9,0,0,0,1,No_Death,no
Egypt,'Middle East & North Africa',Alexandria,Alexandria,1,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Egypt,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
India,'South Asia','West Bengal',Banduan,1,0,'Unarmed Assault','Private Citizens & Property','Political Party Member/Rally','Trinamool Congress','Two Trinamool Congress activists  identified as Nikhil Ghosh and Haripad Ghosh ',India,'Communist Party of India - Maoist (CPI-Maoist)',Melee,0,0,2,0,-9,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Bakool,Wajid,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','African Union Mission in Somalia (AMISOM)',Soldiers,International,Al-Shabaab,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Thailand,'Southeast Asia','Yala (Province)','Kayu Boko Municipality',1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Sithichai Tamchan','Thai Police',Thailand,Unknown,Explosives,0,0,3,0,-9,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar',Saqlawiyah,0,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable',House,Iraq,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Guatemala,'Central America & Caribbean',Guatemala,Amatitlan,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'high voltage tower',Guatemala,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Pattani,'Kuan Nori tambon',1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Territorial Defense Volunteers (TDV)','Officers: Winit Ratchawichien  Nom Daengpratheep',Thailand,Unknown,Explosives,0,0,2,0,0,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean','San Salvador','San Salvador',1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Christian Democtratic Party',Office,'El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'A grocery store',Iraq,'Asa ib Ahl al-Haqq',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America','Valle del Cauca',Cali,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Bank,Colombia,Narco-Terrorists,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Ajaccio,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'customs house',France,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Libya,'Middle East & North Africa',Tripoli,Tripoli,1,0,Bombing/Explosion,'Private Citizens & Property',Village/City/Town/Suburb,'Salah al-Din Area',Area,Libya,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,Business,Bank/Commerce,'Banco de Credito',Office,Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,Bombing/Explosion,Police,'Police Checkpoint','Somali Police Force (SPF)',Roadblock,Somalia,Al-Shabaab,Explosives,0,0,2,0,-9,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Stores,Iraq,Unknown,Explosives,0,0,2,0,-9,0,0,0,0,No_Death,no
Colombia,'South America',Boyaca,'Santana district',1,0,Unknown,Police,'Police Patrol (including vehicles and convoys)',Unknown,'Police Patrol',Colombia,'M-19 (Movement of April 19)',Unknown,0,0,1,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Badghis,Qadis,1,0,Unknown,Police,'Police Checkpoint','Afghan Local Police (ALP)',Checkpoint,Afghanistan,Taliban,Unknown,0,0,1,0,0,0,0,0,0,No_Death,no
Spain,'Western Europe','Basque Country',Andoain,1,0,'Armed Assault',Police,'Police Building (headquarters  station  school)',Unknown,'Civil Guard Barracks',Spain,'Basque Fatherland and Freedom (ETA)',Firearms,0,0,0,0,1,0,0,0,1,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Plumbridge,0,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Ulster Defense Regiment (UDR)','UDR Member','Northern Ireland','Irish Republican Army (IRA)',Explosives,0,0,1,0,0,0,0,0,1,No_Death,no
Indonesia,'Southeast Asia','Aceh (Special Territory)','Cot Trieng',0,0,'Armed Assault',Police,'Police Security Forces/Officers','Indonesia Police','Policemen in the village of Cot Trieng',Indonesia,'Free Aceh Movement (GAM)',Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
India,'South Asia',Manipur,Imphal,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Government of India','Residence of Former Block Development Officer: Maibam Ibotombi',India,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
'Democratic Republic of the Congo','Sub-Saharan Africa','North Kivu',Kasenge,1,0,Unknown,'Private Citizens & Property',Village/City/Town/Suburb,'Kasenge Village',Village,'Democratic Republic of the Congo',Unknown,Unknown,0,0,0,0,-9,0,0,0,0,No_Death,no
Angola,'Sub-Saharan Africa',Bengo,'Icolo e Bengo district',1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High tension line tower',Angola,'National Union for the Total Independence of Angola (UNITA)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia','Su-ngai Kolok  District Su-ngai Kolok',?,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,Unknown,Market,Thailand,Unknown,Explosives,0,0,9,0,1,0,0,0,1,No_Death,no
Greece,'Western Europe',Attica,Athens,1,0,'Facility/Infrastructure Attack',Business,'Legal Services',Unknown,'The legal offices of an Athens  lawyer was the target.',Greece,'Conspiracy of Cells of Fire',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Ukraine,'Eastern Europe',Donetsk,Kurakhove,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Armed Forces of Ukraine',Soldiers,Ukraine,'Donetsk People s Republic',Explosives,0,0,0,0,-9,0,0,0,1,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,0,0,Assassination,Unknown,?,Unk,Unk,Pakistan,Unknown,Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,Mosul,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Iraqi Armed Forces','A military patrol in Mosul',Iraq,Unknown,Explosives,0,0,1,0,-9,0,0,0,0,No_Death,no
Nepal,'South Asia',Eastern,'Udaypur district',1,0,Bombing/Explosion,Business,Bank/Commerce,'Murkuchi Trade and Commerce Chairman','The Murkuchi Trade and Commerce Chairman  Rajendra Prasad Sah ',Nepal,'Samyukta Jatiya Mukti Morcha (SJMM)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Lebanon,'Middle East & North Africa',South,'Ain al-Hilweh',1,0,Bombing/Explosion,'Private Citizens & Property','Refugee (including Camps/IDP/Asylum Seekers)','Abu Nidal Organization','Refugee Center','West Bank and Gaza Strip',Unknown,Explosives,0,0,1,0,1,0,0,0,1,No_Death,no
Israel,'Middle East & North Africa',Southern,'Kiryat Gat',1,0,Bombing/Explosion,Transportation,'Train/Train Tracks/Trolley',Unknown,'Railway Line',Israel,Palestinians,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Ukraine,'Eastern Europe',Donetsk,Pisky,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Armed Forces of Ukraine',Soldiers,Ukraine,'Donetsk People s Republic',Explosives,0,0,0,0,-9,0,0,0,1,No_Death,no
Somalia,'Sub-Saharan Africa','Lower Shebelle',Basra,1,0,Unknown,Military,'Military Barracks/Base/Headquarters/Checkpost','Somali National Army (SNA)',Base,Somalia,Al-Shabaab,Unknown,0,0,0,0,0,0,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'Electric Power Post',Chile,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Nigeria,'Sub-Saharan Africa',Yobe,Potiskum,1,0,'Facility/Infrastructure Attack',Telecommunication,'Multiple Telecommunication Targets',Unknown,'Telecommunications Masts',Nigeria,'Boko Haram',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,Bombing/Explosion,'Private Citizens & Property','Religion Identified',Civilians,'A Catholic family living in North Belfast','Northern Ireland','Ulster Freedom Fighters (UFF)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Egypt,'Middle East & North Africa','Al Sharqia',Unknown,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Egyptian Army','Army Unit',Egypt,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean',Morazan,Gotera,1,0,'Hostage Taking (Kidnapping)',Business,Farm/Ranch,Unknown,'Cooperative (agricultural)','El Salvador',Unknown,Firearms,0,0,0,0,1,1,0,0,0,No_Death,no
Algeria,'Middle East & North Africa','Annaba (Province)',Annaba,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Civilians,'Indiscriminate civilians in Oum-Tsaain  Annaba  Algeria',Algeria,Unknown,Explosives,0,0,5,0,0,0,0,0,0,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa',Peshawar,1,0,'Armed Assault',Police,'Police Patrol (including vehicles and convoys)','Pakistani Police','Police Mobile',Pakistan,Unknown,Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Bay,Ufurow,0,0,Unknown,'Private Citizens & Property',Village/City/Town/Suburb,'Ufurow Village',Village,Somalia,Al-Shabaab,Unknown,0,0,0,0,-9,0,0,0,0,No_Death,no
Guatemala,'Central America & Caribbean',Huehuetenango,Chiantla,1,0,'Armed Assault',Transportation,'Bus (excluding tourists)',Unknown,Bus,Guatemala,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Uruzgan,Unknown,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Afghan National Army (ANA)',Soldiers,Afghanistan,Unknown,Explosives,0,0,3,0,0,0,0,0,0,No_Death,no
'El Salvador','Central America & Caribbean',Usulutan,Jucuapa,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'electrical high tension line tower','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,'bank offices (8)',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia','Jammu and Kashmir',Anantnag,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)','Indian Police Service (IPS)','Sherbagh Police Post',India,Unknown,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
India,'South Asia',Meghalaya,Wageasi,1,0,'Facility/Infrastructure Attack',Utilities,Electricity,Unknown,'Coal Trucks',India,'Garo National Liberation Army',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
'United States','North America',Colorado,Pueblo,0,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Civilians,'Civilians in the United States Midwest','United States',individual,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
'Sri Lanka','South Asia',Northern,Nelunkulama,1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','Kalaimagal Vidyyala','Secondary School','Sri Lanka',Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Sudan,'Sub-Saharan Africa','Central Darfur',Nierteti,1,0,'Armed Assault','Private Citizens & Property','Refugee (including Camps/IDP/Asylum Seekers)','Nierteti Northern Camp','Refugee: Abdelwahab Hasan Hamid',Sudan,Unknown,Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
Nicaragua,'Central America & Caribbean',Esteli,'La Sirena',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Military,Unit,Nicaragua,'Nicaraguan Democratic Force (FDN)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Guatemala,'Central America & Caribbean','Chiquimula (Department)',Chiquimula,0,0,Assassination,'Government (General)',Judge/Attorney/Court,'Guatemalan Judicial System','Judge Jackeline Espana',Guatemala,Unknown,Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,Business,'Multinational Corporation','Telefonica del Peru',Office,Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Angola,'Sub-Saharan Africa','Cuanza Norte',Cassoalala,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High tension line tower',Angola,'National Union for the Total Independence of Angola (UNITA)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas','Matin Kore',1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','Government of Pakistan','Girls  Middle School',Pakistan,'Tehrik-i-Taliban Pakistan (TTP)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'Sri Lanka','South Asia',Western,Colombo,1,0,'Armed Assault',Business,Hotel/Resort,Unknown,'Hotel Sandy Land','Sri Lanka',Terrorists,Firearms,0,0,1,0,1,0,0,0,0,No_Death,no
India,'South Asia',Manipur,Lokchao,0,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Indian Armed Forces',Soldiers,India,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Peru,'South America',Ayacucho,Razuhuillca,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit',Peru,'Shining Path (SL)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Kabul,Kabul,0,1,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Afghan Ministry of Interior Affairs',Compound,Afghanistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Argentina,'South America','Buenos Aires','Buenos Aires',1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,'Branch of Chase Manhattan Bank','United States',Unknown,Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas',Habibullah,1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','Government of Pakistan','Girls  Primary School',Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa',Rustam,1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Pakistani Police',Officers,Pakistan,Unknown,Explosives,0,0,6,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,'Facility/Infrastructure Attack',Business,Retail/Grocery/Bakery,Unknown,store,'Northern Ireland','Irish Republican Army (IRA)',Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,Muhallabiyah,0,1,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia','Iraqi Volunteer Forces',Members,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
Peru,'South America',Ayacucho,'Ayacucho district',1,0,Bombing/Explosion,Transportation,'Bridge/Car Tunnel',Unknown,Bridge,Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Libya,'Middle East & North Africa',Tripoli,Tripoli,1,0,'Hostage Taking (Kidnapping)','Government (Diplomatic)','Diplomatic Personnel (outside of embassy  consulate)','Korea Trade-Investment Promotion Agency (KOTRA)','Head of Libyan Unit: Han Seok-woo','South Korea',Unknown,Firearms,0,0,0,0,0,1,0,1,1,No_Death,no
Israel,'Middle East & North Africa',Central,Modiin,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilian,Israel,Unknown,Unknown,0,0,0,0,0,1,0,1,0,No_Death,no
Pakistan,'South Asia','Federally Administered Tribal Areas','Badi Sambor',1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building','Government of Pakistan','Girls  School',Pakistan,Unknown,Explosives,0,0,1,0,0,0,0,0,0,No_Death,no
Philippines,'Southeast Asia','South Cotabato',Polomolok,1,0,Bombing/Explosion,Business,?,Unknown,'Office Building',Philippines,Unknown,Explosives,0,0,1,0,1,0,0,0,0,No_Death,no
